Z3700_Compressor_Screw_CapacityControl(ZI-Z37050/AI1.PV),Z3700_Compressor_Screw_CaseVibrationNDEMaleRotor(VI-V37050/AI1.PV),Z3700_Compressor_Screw_DischargePressure(PI-P37051/AI1.PV),Z3700_Compressor_Screw_DischargeTemperature(TI-T37051/AI1.PV),Z3700_Compressor_Screw_SuctionPressure(PI-P37050/AI1.PV),Z3700_Compressor_Screw_SuctionTemperature(TI-T37050/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureCold(TI-T37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingFluidTemperatureWarm(TI-T37131/AI1.PV),Z3700_CoolingSystemCollection_CoolingMassFlow(FI-F37130/AI1.PV),Z3700_CoolingSystemCollection_CoolingPressure(PI-P37130/AI1.PV),Z3700_HeatExchanger_InletTemperatureHot(TI-T37054/AI1.PV),Z3700_HeatExchanger_OutletTemperatureHot(TI-T37053/AI1.PV),Z3700_Motor_Current(II-37062/AI1.PV),Z3700_Motor_RadialBearingDETemperature1(TI-T37059/AI1.PV),Z3700_Motor_RadialBearingNDETemperature1(TI-T37060/AI1.PV),Z3700_Motor_StatorTemperatureA1(TI-T37056/AI1.PV),Z3700_Motor_StatorTemperatureB1(TI-T37057/AI1.PV),Z3700_Motor_StatorTemperatureC1(TI-T37058/AI1.PV),Z3700_OilSystem_OilPressure1(PI-P37054/AI1.PV),Z3700_OilSystem_OilPressure2(PI-P37053/AI1.PV),Z3700_OilSystem_OilTemperature(TI-T37055/AI1.PV),Z3700_Vessel_VesselLevel(LI-L37050-1/AI1.PV),OutsideTemperature
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.3,67.49999,5.62,8.200002,28.77613,32.1259651,1451.61877,4.794528,17.7999973,12.5999985,22,72.2999954,49.9,86.7999954,85.1,85.7999954,16.6999989,11.8,51.1999969,46.01,30.59375
100,0.8,13.0999994,70.6,5.62,7.800001,28.77613,32.1259651,1452.8009,4.794528,17.1999989,12.0999994,22,72.2999954,46.8,80,78.4,79,16.5,11.5999994,51.5,47.57,27.49375153
100,0.6999999,13.3,71.1,5.62,7.999998,28.77613,32.1259651,1450.02881,4.794528,17.4000015,12.4000015,22,65.1000061,47.4,80.6,79,79.7999954,16.5999985,11.8,51.3000031,47.02,27.93124962
100,0.8,13.6,69.7999954,5.62,8.3,29.3554955,32.1259651,1444.95154,4.794528,17.6,12.5,23,65.9,47.9,81.4,79.7999954,80.5,16.8,12.2,52.1000023,46.93,28.05624962
100,0.6999999,13.7999992,74,5.62,8.3,29.3554955,32.1259651,1454.36914,4.794528,17.7999973,12.9000006,23,66.5,49,82.3,80.7,81.3,17.1,12.4,53.1000023,48.18,29.04999924
100,0.8,13.500001,70.7999954,5.62,8.4,29.5796165,32.7410927,1449.10352,4.794528,18,12.9000006,22,73,52.8999977,83.1,81.3,82.1,16.9,12.1,51.5,46.61,30.67812538
100,0.8,13.4000006,68.4,5.68,8.200002,29.272049,32.3643837,1452.136,4.794528,17.6999989,12.5999985,22,80.7,56.5,83.6000061,82.3,82.8,16.8,11.9000006,51.9000053,46.3,31.66562653
100,0.8,13.3,71.4,5.68,8.200002,29.272049,32.3643837,1449.73267,4.794528,17.6999989,12.5999985,22,83.1,58.3,84.2,82.9,83.5,16.6999989,11.8,51.3000031,46.61,32.31562424
100,0.8,13.2,67.2999954,5.68,7.999998,28.5234032,31.723032,1451.60022,4.794528,17.6,12.4000015,22,79.7999954,62.4,86.2,85.1,85.6,16.4,11.7,51.3000031,45.92,33.90312576
100,0.900000036,13,70.4,5.68,8.099997,28.5234032,31.723032,1446.99182,4.794528,17.6,12.5,22,76.1,64.4,86.7,85.2999954,85.7999954,16.5,11.5,50.8000031,46.79,34.82187271
100,0.8,13,68.7000046,5.68,8.200002,28.5234032,31.4488449,1454.12952,4.794528,17.6,12.5,22,76.3,67.1,87,85.7999954,86,16.5,11.5,50.3000031,46.44,36.50937271
100,0.6999999,13,67.7000046,5.68,8.200002,28.5234032,31.4488449,1455.14368,4.794528,17.6,12.5,22,76,66.6,87.4,86,86.6,16.5,11.5,51.1000023,45.89,36.95937347
100,0.599999964,13,69.50001,5.68,8.099997,28.29452,31.4488449,1449.80676,4.794528,17.6,12.5,22,75.5,66.2999954,87.6,86,86.7999954,16.3000011,11.5,50.8999939,47.19,38.36249924
100,0.8,13,68.1,5.68,8.099997,28.29452,31.4226189,1448.78882,4.78975868,17.6,12.5,22,77.2000046,62.5,87.9,86.5,87.2,16.3000011,11.5,50.3000031,46.64,37.79375076
100,0.599999964,13,68.1,5.68,8.099997,28.29452,31.4226189,1447.86292,4.78975868,17.6,12.5,22,72.7,60.2,87.9,86.7,87.3,16.3000011,11.5,51.1000023,46.0399971,38.01875305
100,0.6999999,13,70.00001,5.68,7.999998,28.29452,31.3582458,1451.02734,4.78975868,17.6,12.5,22,64.2000046,63.1,87.9,86.7,87.1,16.3000011,11.5,50.8000031,46.93,37.31562424
100,0.6999999,13,67.99999,5.68,7.999998,28.29452,31.3582458,1452.22839,4.78975868,17.5000019,12.3000031,21,61.4,65.8,87.8,86.6,87.1,16.3000011,11.4,50.1999969,46.73,34.50937653
100,0.599999964,13.0999994,68.6,5.68,7.999998,28.1776943,31.2867165,1454.44312,4.78975868,17.5000019,12.3000031,22,60.3,67,87.8,86.2,86.7,16.3000011,11.5999994,51.3000031,46.47,33.359375
100,0.599999964,13.0999994,70.2999954,5.6,7.999998,28.3255138,31.45123,1448.52966,4.78975868,17.5000019,12.3000031,22,59.8,67,87.4,86,86.5,16.3000011,11.5999994,50.6999969,47.14,32.26250076
100,0.599999964,13.0999994,67.7999954,5.6,7.999998,28.3255138,31.45123,1447.69617,4.78975868,17.5000019,12.3000031,22,59.1000023,66.2999954,87.1,85.6,86.2,16.3000011,11.5999994,50.3000031,46.79,31.98125076
100,0.599999964,13.0999994,69.2000046,5.6,7.999998,28.3255138,31.45123,1455.14368,4.78975868,17.2999973,12.3000031,22,58.8,66.1,87.1,85.3999939,86,16.3000011,11.5999994,50.8000031,46.59,31.29687691
100,0.599999964,12.9,70.00001,5.6,7.999998,28.3255138,31.45123,1453.373,4.78975868,17.4000015,12.1999979,21,58.4999962,65.1000061,86.9,85.2,85.7,16.3000011,11.5999994,50.6999969,47.28,31.05937576
100,0.599999964,12.9,67.7999954,5.6,7.89999962,28.3255138,31.3129463,1449.52917,4.78975868,17.1999989,12.3000031,21,58.3,64.5,86.2,84.8999939,85.2999954,16.3000011,11.4,50.3000031,46.67,30.96875
100,0.599999964,12.9,69.9,5.6,7.89999962,28.2158413,31.3129463,1448.30725,4.78975868,17.1999989,12.3000031,22,58.6000023,59.6000023,86,84.4,85.1,16.3000011,11.4,51.1000023,46.7,30.70000076
100,0.599999964,13.0999994,70.1,5.6,7.89999962,28.2158413,31.3129463,1444.84,4.78975868,17.1999989,12.3000031,22,58.6000023,56.6,85.7,84.1,84.7999954,16.3000011,11.5999994,50.8999939,47.14,30.55312729
100,0.599999964,13.0999994,67.99999,5.6,7.89999962,28.2158413,31.5656719,1452.61621,4.78975868,17.2999973,12.4000015,22,58.6000023,56.1999969,85.3999939,83.9,84.6,16.5,11.5999994,50.6000061,46.67,30.70000076
100,0.599999964,13.0999994,70.4,5.6,7.89999962,28.2158413,31.5656719,1448.04822,4.78975868,17.5000019,12.4000015,22,58.3,56.8000031,85.2,83.7000046,84.4,16.5,11.5999994,51.3000031,47.05,30.66562462
100,0.599999964,13.2,70.50001,5.6,7.89999962,28.2158413,31.5656719,1448.08508,4.78975868,17.5000019,12.4000015,22,57.8,55.9,85,83.7000046,84.3,16.5999985,11.5999994,50.8999939,47.37,30.53750038
100,0.599999964,13.2,68.2000046,5.6,7.89999962,28.66169,31.7468739,1453.52075,4.78975868,17.2999973,12.4000015,22,57.5,55.6,84.7999954,83.4,84.1,16.5999985,11.5999994,50.8000031,46.61,30.49375153
100,0.599999964,13.0999994,71.4,5.6,7.89999962,28.66169,31.7468739,1447.58484,4.805257,17.2999973,12.4000015,22,57.4,55.1999969,84.6,83.4,83.9,16.5999985,11.5999994,51.5,47.66,28.29062653
100,0.599999964,13.2,70.1,5.6,7.89999962,28.6593056,31.7254162,1454.148,4.805257,17.1999989,12.1999979,22,56.8000031,54.2,84.4,83,83.9,16.5999985,11.7,50.6000061,47.22,27.4375
100,0.599999964,13,67.49999,5.6,7.89999962,28.6593056,31.7254162,1445.89783,4.805257,17.1999989,12.1999979,22,56.1,53.1000023,84,82.4,83.1,16.3000011,11.5,50.3000031,46.27,27.57187462
100,0.599999964,13,70.00001,5.6,7.89999962,28.6593056,31.7254162,1450.0658,4.805257,17.1999989,12.0999994,22,55.9,53.1000023,83.3,81.7,82.3,16.3000011,11.5,50.6999969,46.59,27.92812538
100,0.599999964,12.8,68.6,5.6,7.700002,27.84867,30.91001,1451.56335,4.805257,17.1999989,12.0999994,21,55.6,53.2,82.8,81.3,81.8,16.3000011,11.3,50,46.88,28.05624962
100,0.599999964,12.8,66.4,5.56,7.700002,27.84867,30.91001,1450.65759,4.805257,17.1999989,12.0999994,21,55.1999969,53.2,82.3,80.9,81.4,16.3000011,11.3,49.8000031,45.4899979,28.17812538
100,0.599999964,12.8,69.2999954,5.56,7.700002,27.7032318,30.8575573,1441.06665,4.805257,17.1999989,12.0999994,21,54.9,53.1000023,82,80.4,81.1,16.2,11.3,50.5,46.67,28.24687386
100,0.599999964,12.8,68.1,5.56,7.700002,27.7032318,30.8575573,1448.77039,4.805257,17.1999989,12.1999979,21,54.7,52.7,81.6,80,80.8,16.2,11.3,49.8000031,46.0399971,28.28125
100,0.599999964,12.8,65.9,5.56,7.700002,27.7032318,30.8575573,1445.63806,4.805257,17.1999989,12,21,54.3,52.6000023,81.4,79.7,80.4,16.2,11.3,49.8000031,45.4,27.89374924
100,0.599999964,12.8,69.00001,5.56,7.59999752,27.7032318,30.8575573,1450.95337,4.805257,17.1999989,12,21,54.0000038,51.8,81.1,79.5,80.2,16.2,11.3,50,46.53,27.45000076
100,0.599999964,12.8,67.7000046,5.56,7.800001,27.4624252,30.5833721,1453.133,4.805257,17.1999989,12,21,53.6000023,51.7,80.9,79.2999954,80,16.2,11.3,49.6,45.98,27.50625038
100,0.599999964,12.8,65.8,5.56,7.800001,27.4624252,30.7311916,1452.04358,4.805257,17.1999989,12,21,53.6000023,51.2,80.8,79.1,79.7,16.1,11.3,50.1000061,45.57,27.70937347
100,0.599999964,12.8,69.2999954,5.56,7.800001,27.4624252,30.7311916,1455.36487,4.805257,17.1999989,12,21,53.5000038,51.4,80.6,79.1,79.7,16.2,11.3,50.6000061,46.53,27.41562462
100,0.599999964,12.8,68.1,5.56,7.59999752,27.6340866,30.7574177,1451.5448,4.805257,17.1999989,12,21,53.3,51.8,80.6,78.8999939,79.7,16.2,11.3,49.6999969,46.5,27.40312576
100,0.599999964,12.8,65.7,5.56,7.700002,27.6030922,30.7145023,1457.37231,4.805257,17.0000019,12,21,53.3,51.3000031,80.6,78.8999939,79.7,16.1,11.3,50.6000061,45.46,27.37812424
100,0.599999964,13.0999994,71.4,5.56,7.800001,28.6187744,31.501297,1451.23071,4.805257,17.2999973,12.1999979,22,53.3,51,80.6,78.8999939,79.7,16.4,11.5999994,51.6999969,47.45,27.40937424
100,0.599999964,13.3,70.7999954,5.62,7.999998,28.6187744,32.04013,1443.3728,4.79119,17.4000015,12.4000015,22,53.3,51.5,80.9,79.5,80.1,16.5999985,11.8,51.5,47.5100021,27.50312424
100,0.599999964,13.6,69.6,5.62,8.3,29.7512779,32.04013,1451.5448,4.79119,17.7999973,12.6999969,23,54.0000038,51.5,81.7,80.2,80.9,16.8,12,52.6999969,47.14,28.32812309
100,0.599999964,13.7999992,73.8999939,5.62,8.499998,29.7512779,33.3252258,1450.17676,4.79119,18,12.9000006,23,54.6,52.3999977,82.7000046,81,81.6,17.2,12.4,52.9999962,48,28.88437462
100,0.599999964,13.6,70.2999954,5.62,8.600002,29.3698,32.5408173,1448.17773,4.79119,18,12.9000006,22,55.9,53.6000023,83.5,82,82.8,16.9,11.9000006,51.3000031,46.64,29.6875
100,0.599999964,13.4000006,68.2999954,5.68999958,8.4,29.0693913,32.2570953,1452.67163,4.79119,17.6999989,12.5999985,22,57,54.6,84,82.6,83.3,16.8,11.9000006,51.6999969,46.3,30.18124962
100,0.599999964,13.3,70.7000046,5.68999958,8.200002,29.0693913,32.2570953,1453.53918,4.79119,17.6999989,12.5999985,22,57.9,55.6999969,84.6,83.2000046,83.5,16.5,11.8,51.3000031,46.85,30.77499771
100,0.599999964,13.2,69.2999954,5.68999958,8.099997,28.561554,31.7301846,1448.41858,4.79119,17.5000019,12.5,22,58.1,56.6,84.8999939,83.6000061,84.2,16.4,11.7,50.5,47.14,31.52187538
100,0.599999964,13,67.7000046,5.68999958,8.099997,28.561554,31.5442123,1450.56506,4.79119,17.6,12.5,22,58.3,57.3000031,85.3999939,84,84.6,16.4,11.7,51,46.35,32.30625153
100,0.599999964,13,70.2999954,5.68999958,8.200002,28.561554,31.5442123,1451.36011,4.79119,17.6,12.5,22,58.7,57.4,85.7999954,84.2,84.8999939,16.5,11.5,50.8000031,47.14,32.60312271
100,0.6999999,13,68.2999954,5.68999958,7.999998,28.2682934,31.3582458,1450.26917,4.79119,17.6,12.5,22,58.8999977,57.5,86,84.7,85.2999954,16.5,11.5,50.3999939,46.7,32.86874771
100,0.599999964,13,67.4,5.68999958,8.3,28.2420673,31.4679184,1449.82544,4.79119,17.7999973,12.6999969,22,59.3999977,58.3,86.7,85.1,85.7999954,16.5,11.5,51.1999969,46.09,33.953125
100,0.599999964,13,70.00001,5.68999958,8.3,28.2420673,31.4440765,1443.68848,4.79119,17.6,12.5999985,22,59.8,58.3,87.2,85.6,86,16.5,11.5,50.6999969,47.14,34.06875229
100,0.8,13,68.4,5.68999958,8.3,28.2420673,31.4440765,1438.75671,4.79119,17.6,12.5999985,22,60.3,58.8999977,87.6,86,86.5,16.5,11.5,50.5,46.38,35.66562653
100,0.8,13,68.2999954,5.68999958,8.3,28.33505,31.4989128,1452.39465,4.79119,17.7999973,12.5999985,22,60.3,58.3,87.6,86.2,86.7999954,16.4,11.5,51.1000023,46.5,36.47812653
100,0.599999964,13.0999994,70.9,5.68999958,8.3,28.33505,31.4989128,1451.1012,4.79119,17.7999973,12.5999985,22,60.3,57.7,87.9,86.5,87,16.5999985,11.8,51.3000031,47.77,35.61874771
100,0.599999964,13.3,69.00001,5.68999958,8.3,28.7856674,31.9137669,1442.38757,4.79119,17.7999973,12.8000021,22,60.3,57.5,87.9,86.5,87,16.5999985,11.8,51,47.02,35.61562729
100,0.8,13.2,70.2000046,5.68999958,8.3,28.7856674,31.9137669,1445.28552,4.80096531,17.7999973,12.8000021,22,60.3999977,57.2000046,87.9,86.5,87.2,16.5999985,11.7,51.9000053,46.93,36.76250076
100,0.8,13.2,71.1,5.68999958,8.3,28.9120312,32.11881,1452.81921,4.80096531,17.7999973,12.8000021,22,60.5,56.8000031,87.9,86.5,87.2,16.6999989,11.7,51.5,47.6000023,36.13125229
100,0.8,13.4000006,69.4,5.68999958,8.3,28.9120312,32.11881,1457.16992,4.80096531,17.9000015,12.8000021,22,60.6000023,56.4,87.9,86.7,87.2,16.5999985,11.9000006,51.3000031,47.25,35.59687424
100,0.8,13.3,71.3,5.68999958,8.3,28.9120312,32.2666321,1450.69446,4.80096531,17.6999989,12.5999985,22,60.1000023,55.6,87.9,86.5,87.1,16.5999985,11.8,51.9000053,47.83,33.98750305
100,0.6999999,13.4000006,71.5,5.67,8.3,29.1099224,32.2666321,1452.89319,4.80096531,17.6999989,12.5999985,22,59.8999977,55.1,87.8,86.2,86.7999954,16.5999985,11.8,51.6999969,47.74,33.09687424
100,0.8,13.4000006,69.2000046,5.67,8.3,29.1099224,32.2666321,1444.76575,4.80096531,17.6999989,12.5999985,22,59.5000038,54.7,87.5,86.2,86.7,16.5999985,11.8,51.3000031,47.6900024,32.19687653
100,0.8,13.3,71.4,5.67,8.3,29.1099224,32.29286,1443.93018,4.80096531,17.6999989,12.5999985,22,59.2,54.0000038,87.1,85.9,86.5,16.5999985,11.8,52,47.97,31.54374886
100,0.6999999,13.4000006,71,5.67,8.3,29.1099224,32.29286,1446.955,4.80096531,17.6999989,12.5999985,22,58.7,53.7,86.9,85.7,85.9,16.6999989,11.9000006,51.6000023,47.74,31.06562424
100,0.599999964,13.4000006,68.9,5.67,8.3,29.1099224,32.29286,1454.86707,4.80096531,17.6999989,12.5999985,22,58.3999977,53.3,86.4,85,85.9,16.5999985,11.9000006,51.1999969,47.02,30.92187691
100,0.8,13.3,71.9,5.67,8.3,29.1099224,32.29286,1443.633,4.80096531,17.6999989,12.5999985,22,58,53.1000023,86.2,84.7999954,85.5,16.6999989,11.8,52,47.89,30.86250114
100,0.599999964,13.4000006,71.2000046,5.67,8.3,29.1099224,32.25948,1442.3689,4.80096531,17.6,12.5999985,22,57.9,53.1000023,86,84.6,85.2999954,16.6999989,11.8,51.1999969,47.83,30.68437576
100,0.6999999,13.4000006,68.9,5.67,8.3,29.1099224,32.25948,1438.08545,4.80096531,17.6,12.5999985,22,57.7,52.7,85.7,84.6,85.1,16.5999985,11.9000006,51.3000031,47.14,30.57187462
100,0.599999964,13.4000006,72,5.67,8.3,29.1099224,32.25948,1455.033,4.80096531,17.6,12.5999985,22,57.5,52.7,85.5,84.1,84.7999954,16.6999989,11.8,52,47.920002,30.58437347
100,0.599999964,13.4000006,71.3,5.67,8.200002,29.1099224,32.25948,1456.00977,4.80096531,17.6,12.4000015,22,57.3000031,52.7,85.5,84.1,84.6,16.6999989,11.9000006,51.3000031,47.95,30.64687538
100,0.599999964,13.4000006,69.00001,5.67,8.099997,29.0455456,32.25948,1454.148,4.80096531,17.6,12.4000015,22,57.2000046,52.6000023,85.2999954,83.9,84.6,16.5999985,11.9000006,51.3000031,47.14,30.58125114
100,0.8,13.4000006,71.8,5.67,7.999998,29.0455456,32.25948,1452.81921,4.80096531,17.4000015,12.4000015,22,56.8000031,52.6000023,85.2999954,83.7000046,84.6,16.6999989,11.9000006,52,48.35,30.43124962
100,0.599999964,13.4000006,71.1,5.67,8.200002,29.0455456,32.1593437,1445.5824,4.803588,17.4000015,12.4000015,22,56.8000031,52.3999977,85.1,83.7000046,84.3,16.6999989,11.9000006,51.3000031,47.920002,30.46249962
100,0.599999964,13.4000006,69.00001,5.67,8.200002,29.0455456,32.1593437,1449.39966,4.803588,17.4000015,12.4000015,22,56.8000031,52.3999977,85.1,83.7000046,84.3,16.5999985,11.9000006,51.3000031,47.4,30.41562462
100,0.599999964,13.4000006,71.8,5.67,8.200002,29.0455456,32.1593437,1454.99609,4.803588,17.4000015,12.4000015,22,56.8000031,52.3,85,83.7000046,84.1,16.6999989,11.9000006,51.9000053,48.29,29.44062424
100,0.599999964,13.4000006,70.7999954,5.67,8.099997,29.0455456,32.2332535,1449.88074,4.803588,17.6,12.5,22,56.6,51.8,84.7999954,83.4,84.1,16.5999985,11.8,51.1999969,47.83,29.16562653
100,0.8,13.4000006,69.00001,5.63,8.200002,29.1742954,32.2332535,1455.99133,4.803588,17.6,12.4000015,22,56.8000031,51.7,84.7999954,83.4,84.1,16.5999985,11.8,51.4000053,47.19,29.04374886
100,0.599999964,13.4000006,72,5.63,8.099997,29.1742954,32.21895,1451.748,4.803588,17.6,12.5,22,56.4,51.5,84.6,83.2000046,83.7000046,16.6999989,11.8,51.8,48.0300026,29.11249924
100,0.599999964,13.4000006,70.7000046,5.63,8.099997,29.1742954,32.21895,1450.13977,4.803588,17.6,12.5,22,56.1,51.3000031,84.6,83,83.7000046,16.6999989,11.9000006,51.1999969,47.4,28.97500038
100,0.599999964,13.4000006,68.2000046,5.63,8.200002,29.1742954,32.1951065,1452.69019,4.803588,17.6,12.4000015,22,56.1,51.3000031,84.4,82.8,83.4,16.5999985,11.9000006,52,46.73,29.04999924
100,0.8,13.4000006,71.5,5.63,8.099997,28.9930935,32.1474228,1452.11743,4.803588,17.6,12.4000015,22,55.5,50.5,84.1,82.8,83.3,16.6999989,11.8,51.5,47.37,27.95937347
100,0.8,13,68.2999954,5.63,7.800001,27.9368839,30.995842,1452.17285,4.803588,17.5000019,12.0999994,21,54.7,49.8,83.4,81.8,82.3,16.3000011,11.5999994,50,46.79,27.52812576
100,0.599999964,13.3,67.9,5.56,7.800001,28.7236786,31.761179,1450.38013,4.803588,17.0000019,12.0999994,22,54.2,49.2,82.8,81.1,81.8,16.5,11.5999994,51.9000053,47.25,27.03750229
100,0.8,13.4000006,71.8,5.56,7.999998,29.0550861,32.1426544,1447.36267,4.803588,17.2999973,12.4000015,22,54.0000038,49,82.7000046,80.9,81.6,16.6999989,11.8,51.8,47.920002,26.69374847
100,0.8,13.6,71.3,5.56,8.099997,29.3888741,32.4239922,1456.26758,4.803588,17.4000015,12.5,23,54.0000038,48.8,82.5,80.9,81.6,16.8,12,51.9000053,47.6000023,26.67500114
100,0.8,13.6,70.7000046,5.56,8.3,30.063612,33.14641,1465.22827,4.803588,17.6,12.6999969,23,53.8999977,48.8999977,82.8,81.2,81.7,16.9,12.2,52.8,47.66,26.59687424
100,0.599999964,13.3,70.7000046,5.56,8.3,30.2281227,33.33238,1451.45251,4.803588,17.6999989,12.5999985,22,54.1000023,49,82.8,81.1,81.9,16.6999989,11.7,51.3000031,46.7,26.421875
100,0.8,12.8,67.4,5.62,7.800001,27.8701267,30.9696159,1455.08826,4.803588,17.1999989,12.0999994,21,54.1000023,48.4,82.2000046,80.4,81.2,16.3000011,11.3,49.9,46.79,26.84687424
100,0.8,13,68.1,5.62,7.800001,28.5687065,31.6944218,1447.1958,4.79262066,17.0000019,11.9000015,22,54.0000038,48.2,81.8,80,80.6,16.3000011,11.5999994,51.6999969,46.96,27.39374924
