TI831061A,TI831061B,TI831060A,TI831060B,XSI831090,XSI831091,XSI831092,LSI831010,LSI831011,LSI831012,PZI831003,PZI831004,PZI831005,TI831001,FI821002,PI821019,TSI821017,TSI821018,TSI821019,PZI831006,PZI831007,PZI831008,TI831002,TI831063A,TI831063B,TI831062A,TI831062B,VSI831091A,VSI831091B,VSI831090A,VSI831090B,SZI831090,TI831064A,TI831064B,VSI831092B,VSI831093A,VSI831093B,TI831065A,TI831065B,PX8310_1_NM1/NUM1.PV,PSI831047,PSI831048,PSI831049,TSI831042,TSI831043,TSI831044,OutsideTemperature,VSI831092A
61.3,64.2000046,65.4,61.8,-0.010487497,-0.007175028,0.009549975,353.66,357.52948,358.97,17.3535938,17.3746872,17.3798428,304.1088,130.142548,49.76563,417.9375,418.28125,418.206238,4.62465,4.67125,4.65415,184.722214,82.5,84.1,87.2000046,76.2000046,17.19,20.8775,26.59625,20.1475,6178.3584,84.3,83.1,5.5925,8.645,8.735001,87.1,86.7000046,0,2.10245,2.08565,2.084725,46.8331261,46.65125,46.82875,25.76875114,5.8275
61.1000023,63.9,65.2000046,61.7,-0.01008749,-0.006362498,0.009549975,341.935,346.117126,347.225,17.4043751,17.4307823,17.4360943,304.832184,131.250641,49.5399323,418.65,418.996857,418.818756,4.61,4.65495,4.6427,184.837967,82.2000046,83.8,86.8,75.9,17.14875,20.633749,26.75875,20.1887512,6170.489,84.3,83.1,5.51125,8.4,8.49,87.1,86.6,0,2.1122,2.0922,2.088,46.609375,46.40625,46.6043739,25.86874962,5.74624968
61.1000023,63.9,65.3,61.7,-0.01008749,-0.00553751,0.009962559,328.58,332.9117,333.525,17.3535938,17.39,17.39,305.2662,130.262161,49.4647026,418.550018,418.996857,418.918762,4.6051,4.64515,4.6346,184.606476,82.2000046,84.1,86.8,75.9,17.3112488,20.5925,26.798748,19.9849987,6172.082,84.4,83.1,5.51125,8.4,8.40875,87.1,86.7000046,0,2.113025,2.088925,2.0888,46.609375,46.4468765,46.625,26.10937309,5.665
61.1000023,63.8,65.4,61.7,-0.009275019,-0.00553751,0.011187553,318.16,320.520416,320.8,17.3331261,17.359375,17.364687,304.6875,129.946426,49.74682,417.734375,418.181244,418.103119,4.6165,4.6582,4.64435,183.680557,82.4,84.1,87.3,75.9,17.19,20.4712486,26.18875,19.8625,6170.489,84.3,83.1,5.5925,8.48125,8.65375,87.1,86.6,0,2.110575,2.0922,2.087175,46.67,46.4268761,46.6043739,26.04374886,5.665
61.1000023,63.8,65.3,61.7,-0.009275019,-0.00553751,0.011187553,306.925018,308.948242,308.73,17.3585949,17.395155,17.395155,304.1088,130.595764,49.74682,418.040619,418.5875,418.512482,4.6214,4.6582,4.64925,184.490738,82.3,83.9,87,75.8,16.7825,20.5925,26.35125,20.025,6168.89551,84.3,83.1,5.47,8.48125,8.49,87.1,86.6,0,2.1114,2.0922,2.0888,46.609375,46.3856239,46.5843735,26.11874962,5.7875
61,63.8,65.2000046,61.6000023,-0.009675026,-0.006362498,0.009962559,295.365,294.4343,296.335,17.3535938,17.369688,17.369688,304.6875,129.978546,49.6339722,418.446869,418.996857,418.818756,4.60675,4.6468,4.63785,184.606476,82.3,83.9,87,75.8,17.27125,20.39,26.59625,20.31,6172.082,84.3,83,5.43,8.5225,8.65375,87,86.7000046,0,2.110575,2.091375,2.087175,46.5481262,46.3243752,46.5431252,25.67499924,5.8275
61,63.8,65.3,61.7,-0.009275019,-0.00553751,0.011187553,282.66,280.254974,281,17.36375,17.39,17.385,304.6875,130.549347,49.57755,418.3469,418.6906,418.615631,4.6051,4.64845,4.63295,184.606476,82.3,84.1,87,75.9,17.3112488,20.715,26.59625,20.10625,6175.22,84.3,83.1,5.3075,8.5225,8.5725,87.1,86.6,0,2.1065,2.093825,2.0839,46.609375,46.3656235,46.5843735,25.81562424,5.7875
61.1000023,63.8,65.3,61.7,-0.010487497,-0.006362498,0.010362506,271.26,266.884766,268.115,17.3382816,17.3746872,17.369688,305.4109,130.430588,49.4647026,418.853119,419.2,419.125,4.5937,4.63375,4.62645,184.722214,82.2000046,84,86.9,75.9,17.19,20.83625,26.51375,19.9037514,6172.082,84.4,83.1,5.51125,8.645,8.5725,87.1,86.7000046,0,2.107325,2.0922,2.0888,46.58875,46.4468765,46.56375,26.5625,5.8275
61.2,64,65.6,61.9,-0.008050025,-0.004312515,0.011999965,258.235016,252.700455,253.11,17.328125,17.359375,17.3543758,302.662048,129.076172,50.3298645,416.615631,417.056274,416.881256,4.59045,4.62885,4.6199,183.101852,82.6,84,87.9,75.9,17.14875,20.9187489,26.0262489,20.06625,6167.35,84.4,83.2000046,5.5925,8.72625,8.5725,87.1,86.7000046,0,2.10895,2.088925,2.0839,46.8331261,46.65125,46.8493767,27.44687462,6.03250027
61.3,64.1,65.3,61.8,-0.011712492,-0.007987499,0.008737445,247.16,240.473984,240.555,17.44,17.4562511,17.4665623,305.4109,130.399353,49.8596649,418.956238,419.303131,419.125,4.6556,4.6957,4.6835,185.416656,82.3,84,87.1,76,16.8225,21,26.35125,20.1475,6168.89551,84.5,83.3,5.43,8.7675,8.5725,87.2000046,86.7000046,0,2.10895,2.0881,2.08065,46.751873,46.5693741,46.7881279,28.34375,5.8275
61.5,64.4,65.2000046,61.8,-0.014562488,-0.010437489,0.005475044,236.25,227.758057,228.155,17.4501553,17.4715633,17.4768753,306.5683,130.36145,49.29543,418.956238,419.303131,419.225,4.6165,4.65655,4.64435,185.069443,82.3,84.1,86.9,76.2000046,17.55625,21.08125,26.75875,20.025,6178.3584,84.4,83.2000046,5.43,8.48125,8.53125,87.1,86.7000046,0,2.104075,2.0824,2.077375,46.955,46.7125,46.9306259,28.90937614,5.91
61.5,64.5,65.3,61.9,-0.014562488,-0.010837495,0.005475044,224.69,213.40892,214.455,17.4348431,17.4562511,17.4564075,305.555542,130.395386,49.48351,418.040619,418.28125,418.309357,4.61325,4.6517,4.6411,184.259262,82.5,84.1,87.1,76.3,16.945,20.83625,26.75875,20.1475,6178.3584,84.4,83.3,5.43,8.48125,8.40875,87.2000046,86.7000046,0,2.104075,2.08565,2.08065,46.9756241,46.8143768,47.0125,29.50937462,5.99125
61.6000023,64.6,65.2000046,61.9,-0.016187489,-0.012875021,0.003849983,211.334991,201.34726,200.755,17.4451561,17.4715633,17.4768753,305.2662,129.6314,49.6339722,418.446869,418.6906,418.715637,4.59855,4.63865,4.6248,184.490738,82.5,83.8,87.1,76.2000046,17.0275,21.40625,26.59625,19.9037514,6173.627,84.6,83.4,5.5925,8.4,8.5725,87.3,86.9,0,2.107325,2.0873,2.081475,47.0568733,46.835,47.0331268,30.359375,5.74624968
61.8,64.9,65.1,61.9,-0.019037485,-0.01532501,0.000587463,196.519989,186.019211,185.745,17.40953,17.4307823,17.4360943,305.555542,129.797958,49.84086,418.853119,419.403137,419.225,4.6165,4.65655,4.6427,184.490738,82.7000046,84,87.4,76.3,17.19,21,26.51375,19.9849987,6172.082,84.7000046,83.5,5.51125,8.72625,8.5725,87.5,87,0,2.1057,2.0873,2.0839,47.1181259,46.91625,47.07375,30.83437347,6.03250027
62,65.3,64.8,61.8,-0.023100019,-0.018987477,-0.003487527,219.805008,209.822891,210.704987,17.4145317,17.4410954,17.4614067,305.555542,130.2303,49.3706627,419.056244,419.403137,419.53125,4.6214,4.65985,4.64765,185.300919,82.6,83.8,86.8,76.4,16.98625,21.4875,26.6775017,20.22875,6178.3584,84.6,83.5,5.3475,8.318749,8.5725,87.4,87,0,2.1008,2.08565,2.079025,47.1381264,46.998127,47.1756248,31.44062424,5.99125
62.1000023,65.5,64.7000046,61.8,-0.02391249,-0.020212472,-0.004712522,345.195,349.703156,350.65,17.3585949,17.3848438,17.385,305.2662,130.207657,49.1073532,418.65,418.893768,418.918762,4.57255,4.64025,4.62805,184.143509,82.6,83.7000046,86.8,76.5,17.0275,22.05625,26.9212513,20.025,6176.765,84.5,83.4,5.51125,8.60375,8.49,87.4,86.9,0,2.10325,2.084025,2.0839,47.24,47.03875,47.2575,31.94687271,6.03250027
62.1000023,65.6,64.8,61.8,-0.024737477,-0.021037519,-0.005124986,442.735016,454.212524,455.530029,17.3484383,17.369688,17.3748436,304.832184,129.720016,49.74682,418.040619,418.384369,418.206238,4.57415,4.61745,4.6036,183.680557,82.8,83.9,87.5,76.5,16.98625,21.7725,26.51375,20.06625,6168.89551,84.7000046,83.6,5.51125,8.48125,8.53125,87.6,87.1,0,2.1008,2.086475,2.08065,47.2806244,47.1,47.2981262,32.46249771,5.91
62.3,65.9,64.7000046,61.8,-0.025550008,-0.02184999,-0.006749988,431.659973,442.4705,442.805,17.3484383,17.36453,17.369688,304.6875,129.885422,49.5399323,417.8375,418.181244,418.103119,4.60675,4.64845,4.6362,183.680557,82.9,83.9,87.3,76.6,17.76125,21.975,26.6775017,20.10625,6168.89551,84.7000046,83.7000046,5.67375,8.5225,8.5725,87.7000046,87.2000046,0,2.095925,2.084025,2.076575,47.4231262,47.2225,47.4,32.46875,5.8275
62.2,66,64.4,61.6000023,-0.02880001,-0.024699986,-0.010012507,414.4,422.5775,423.235,17.36375,17.39,17.395155,304.1088,130.2782,49.76563,417.228119,417.568756,417.59375,4.63115,4.67125,4.65905,183.912033,82.9,83.8,87.5,76.4,17.3525,21.4875,26.2699986,20.1475,6172.082,84.6,83.4,5.51125,8.44125,8.735001,87.6,87,0,2.104075,2.0873,2.082275,47.1787529,46.9775,47.19625,32.35312271,5.91
62.2,65.8,64.3,61.6000023,-0.02798748,-0.02429998,-0.009199977,400.555,407.743927,408.55,17.3382816,17.369688,17.364687,304.6875,130.286835,49.76563,418.446869,418.996857,418.918762,4.62625,4.66635,4.65415,185.069443,82.8,83.8,87.3,76.4,17.475,21.04,26.6775017,19.9849987,6172.082,84.5,83.4,5.5925,8.36,8.695,87.6,87.1,0,2.107325,2.0873,2.082275,47.1587524,46.9775,47.1556244,32.68125153,5.91
62,65.7000046,64,61.2,-0.030425012,-0.02592498,-0.011650026,387.53,392.910339,393.875,17.36875,17.39,17.4003124,305.2662,130.512939,49.5399323,418.956238,419.2,419.328125,4.61325,4.6517,4.64435,185.300919,82.6,83.6,86.9,76.2000046,17.19,20.7550011,26.75875,19.8625,6175.22,84.3,83.1,5.3475,8.4,8.735001,87.4,87,0,2.108125,2.0873,2.08555,46.6906242,46.5493736,46.6656227,32.96562576,5.91
62,65.6,63.9,61.2,-0.030837476,-0.02592498,-0.011650026,371.735,377.4225,377.885,17.3331261,17.359375,17.3595314,305.4109,129.932648,49.5587425,418.446869,418.893768,418.818756,4.6051,4.6419,4.6346,184.606476,82.7000046,83.6,87.1,76.1,17.0275,20.95875,26.35125,20.06625,6179.90332,84.3,83.1,5.51125,8.44125,8.89875,87.5,87,0,2.107325,2.093825,2.0839,46.67,46.4468765,46.6656227,35.28125,5.99125
62,65.6,63.9,61.2,-0.030025005,-0.02511251,-0.010012507,359.685,364.3769,365.330017,17.3382816,17.359375,17.364687,304.832184,129.997131,49.7280121,417.9375,418.28125,418.103119,4.59205,4.637,4.6297,184.259262,82.7000046,83.7000046,87.3,76.2000046,16.945,20.5925,26.5549984,20.1475,6178.3584,84.4,83.2000046,5.43,8.685,8.5725,87.5,87.1,0,2.107325,2.0873,2.087175,46.6906242,46.4881248,46.70625,37.03125,5.91
62.1000023,65.9,63.6000023,61,-0.032462478,-0.0291875,-0.014100015,350.725,354.922363,356.03,17.3942184,17.4206238,17.4257813,304.832184,132.896469,49.5587425,419.056244,419.506256,419.53125,4.6002,4.63865,4.62645,184.722214,82.4,83.4,86.2000046,76.1,16.86375,21.73125,26.9212513,20.27,6172.082,84.6,83.4,5.51125,8.4,8.65375,87.8,87.4,0,2.10895,2.088925,2.08555,46.6293755,46.4675026,46.645,36.62812424,5.91
62.1000023,65.8,63.6000023,61,-0.032875,-0.029600024,-0.014500022,335.419983,339.4345,340.54,17.3484383,17.3848438,17.395155,303.096069,132.416916,49.5963554,418.040619,418.28125,418.309357,4.636,4.67615,4.6639,184.259262,82.5,83.5,86.6,76.1,16.9037514,20.95875,26.9212513,20.1475,6172.082,84.5,83.2000046,5.55250025,8.685,8.735001,87.7000046,87.2000046,0,2.108125,2.0873,2.08555,46.65,46.40625,46.645,35.13750076,5.99125
61.8,65.3,63.6000023,61,-0.02798748,-0.02511251,-0.010012507,324.835,328.8362,329.61,17.36875,17.400156,17.395155,303.674774,133.1006,49.822052,417.8375,418.28125,418.309357,4.60835,4.6468,4.63945,183.912033,82.5,83.4,86.5,76,17.0675,21.24375,27.49,20.55625,6176.765,84.7000046,83.4,5.43,8.645,8.49,87.9,87.4,0,2.110575,2.0922,2.084725,46.4868736,46.2431259,46.4618759,28.97812462,5.8275
61.6000023,65,63.6000023,60.9,-0.026362479,-0.023074985,-0.007974982,312.949982,315.306183,315.905,17.3739071,17.400156,17.4003124,304.1088,133.2315,49.8784752,419.056244,419.403137,419.328125,4.60835,4.6533,4.6346,184.722214,82.3,83.4,86.3,75.9,16.945,20.5525,27.2462482,20.31,6175.22,84.6,83.4,5.51125,8.5225,8.65375,88,87.5,0,2.1114,2.0922,2.09125,46.2631264,46.1,46.2775,29.01875114,5.665
61.5,64.7000046,63.7,60.9,-0.024737477,-0.021449983,-0.005937517,300.735,301.1219,302.535,17.3840637,17.4103127,17.41047,304.1088,133.663284,49.7280121,418.853119,419.2,419.328125,4.6279,4.6696,4.63945,184.490738,82.2000046,83.4,86.1,75.8,16.86375,21.65,27.6537514,20.5962486,6175.22,84.6,83.3,5.5925,8.685,8.49,87.9,87.4,0,2.1122,2.0922,2.0888,46.2225,45.998127,46.19625,29.27499962,5.86875
61.5,64.7000046,63.7,61,-0.023512483,-0.020212472,-0.005124986,289.825,288.57077,289.81,17.36875,17.39,17.395155,303.096069,133.500183,49.5399323,417.8375,418.078125,418.0031,4.60835,4.6419,4.62805,183.449066,82.2000046,83.4,86.1,75.8,16.7825,21.40625,27.3275,20.22875,6178.3584,84.5,83.2000046,5.5925,8.5225,8.5725,87.7000046,87.2000046,0,2.1122,2.09545,2.087175,46.2225,45.998127,46.1756248,27.72499847,5.7875
61.3,64.5,63.7,60.9,-0.023100019,-0.020212472,-0.004299998,277.125,273.567352,275.294983,17.3840637,17.4103127,17.41047,303.240753,134.242325,49.74682,418.040619,418.384369,418.309357,4.6409,4.68105,4.6688,184.143509,82.1,83.6,86,75.7000046,17.39375,21.24375,27.164999,20.515,6168.89551,84.6,83.2000046,5.5925,8.5625,8.49,87.7000046,87.2000046,0,2.110575,2.093825,2.09045,46.14125,45.9168777,46.135,27.42187309,5.86875
61.3,64.4,63.7,60.9,-0.022287488,-0.0194,-0.003487527,266.050018,261.995178,262.89502,17.3739071,17.4154682,17.4257813,303.9641,134.232773,49.40828,418.446869,418.893768,418.715637,4.623,4.6631,4.6525,184.606476,82,83.6,85.7000046,75.8,17.14875,21.1625,27.4087486,20.3925,6172.082,84.4,83.1,5.51125,8.5625,8.65375,87.6,87.1,0,2.113825,2.09545,2.092075,46.1006241,45.9168777,46.1143761,26.5625,5.91
61.2,64.2000046,63.8,61,-0.019850016,-0.016962528,-0.001049995,254.98,249.11441,248.219986,17.3739071,17.400156,17.4003124,304.398132,133.859741,49.40828,418.853119,419.303131,419.125,4.5823,4.62395,4.6101,184.259262,81.9,83.6,85.7000046,75.8,17.0275,21.08125,27.97875,20.71875,6179.90332,84.5,83.2000046,5.43,8.48125,8.49,87.7000046,87.1,0,2.110575,2.094625,2.0888,46.1006241,45.9575,46.1143761,26.46875,5.8275
61.2,64.1,64,61.1000023,-0.018225014,-0.01532501,0.000587463,242.109985,234.605484,235.01001,17.3789063,17.4103127,17.405468,303.096069,133.550232,49.6903954,417.53125,417.875,417.9,4.60675,4.6468,4.6313,183.449066,82,83.7000046,86.2000046,75.7000046,17.10875,21.08125,27.164999,20.515,6179.90332,84.4,83.2000046,5.43,8.72625,8.327499,87.6,87.1,0,2.1122,2.09545,2.0888,46.14125,45.9168777,46.07375,26.41249847,6.07375
61.1000023,64,64,61.1000023,-0.017412484,-0.014512479,0.001399994,225.99,218.952774,218.86,17.38922,17.4154682,17.4257813,303.240753,133.581787,49.8596649,417.8375,418.28125,418.206238,4.61,4.65495,4.63945,183.680557,82.1,83.6,86.3,75.7000046,17.435,21,27.2462482,20.1887512,6175.22,84.6,83.3,5.55250025,8.645,8.40875,87.6,87.2000046,0,2.110575,2.09545,2.09045,46.079998,45.8756256,46.135,26.35312462,5.91
61.2,64.1,64.1,61.1000023,-0.019037485,-0.01532501,0.000587463,217.849991,209.173615,208.255,17.38922,17.4154682,17.4156246,303.819458,133.726532,49.5963554,418.243744,418.790649,418.715637,4.6393,4.68595,4.6623,184.722214,82,83.6,86.1,75.7000046,17.5975,21.56875,27.897501,20.6775,6178.3584,84.5,83.2000046,5.5925,8.60375,8.327499,87.6,87.1,0,2.110575,2.093825,2.092075,46.1818771,45.9575,46.1556244,26.46562386,5.99125
61.1000023,64,64,61,-0.018625021,-0.01613748,0.000587463,205.474991,195.478745,195.045,17.3739071,17.400156,17.405468,304.542816,133.375549,49.40828,419.056244,419.403137,419.431244,4.6018,4.6435,4.6346,184.722214,81.8,83.6,85.8,75.7000046,16.98625,21.08125,27.2462482,20.515,6168.89551,84.5,83.2000046,5.47,8.5225,8.5725,87.6,87.1,0,2.1114,2.0922,2.09045,46.079998,45.9575,46.0531273,26.40625,5.91
61.2,64.1,64.1,61.1000023,-0.019037485,-0.01613748,-0.000225008,193.585,183.4121,183.14,17.36875,17.39,17.395155,303.674774,133.1586,49.3518524,418.243744,418.6906,418.715637,4.5823,4.63535,4.6232,183.449066,81.9,83.6,85.9,75.8,17.0675,21.40625,27.6537514,20.758749,6179.90332,84.5,83.2000046,5.5925,8.5225,8.5725,87.6,87.1,0,2.110575,2.0922,2.087175,46.14125,45.9168777,46.1556244,25.99687576,5.99125
61.3,64.3,64.3,61.3,-0.018225014,-0.014912486,0.00098753,258.56,252.700455,254.74,17.36875,17.3848438,17.395155,302.517365,133.223267,49.67159,417.431244,417.668762,417.696869,4.623,4.6696,4.6574,183.333328,82.2000046,83.6,86.4,75.8,16.98625,21.1625,27.0025024,20.35125,6170.489,84.6,83.4,5.43,8.36,8.49,87.6,87.1,0,2.104875,2.088925,2.0839,46.4056244,46.2025,46.38,25.97187424,5.74624968
61.5,64.5,64.6,61.6000023,-0.016600013,-0.012875021,0.003025055,381.18,386.877,387.675,17.36875,17.395155,17.395155,303.240753,133.152435,49.822052,417.8375,418.078125,418.206238,4.61,4.6533,4.63945,183.680557,82.3,83.9,86.6,76.1,17.0275,21,27.2062511,20.3925,6178.3584,84.8,83.6,5.43,8.685,8.327499,87.6,87.2000046,0,2.10895,2.09055,2.08065,46.65,46.4881248,46.625,25.98749924,5.91
61.5,64.5,64.6,61.5,-0.016187489,-0.013700008,0.003025055,440.455017,452.579346,453.73,17.36875,17.400156,17.395155,304.1088,133.066925,49.4458923,418.446869,418.996857,418.818756,4.6214,4.6582,4.6509,184.606476,82.1,83.9,86.2000046,76.1,17.6375,21.08125,27.8162518,20.3925,6183.042,84.7000046,83.5,5.5925,8.72625,8.327499,87.5,87.1,0,2.1057,2.088925,2.08555,46.6293755,46.4675026,46.645,25.94375038,5.95125
61.4,64.4,64.8,61.6000023,-0.014562488,-0.011250019,0.00425005,427.75,438.559875,438.889984,17.3840637,17.4103127,17.405468,303.3854,133.468536,49.8784752,417.8375,418.181244,418.103119,4.60675,4.6517,4.6427,184.027771,82.2000046,83.8,86.7000046,76,17.27125,20.7550011,27.0837479,20.1475,6170.489,84.8,83.6,5.3475,8.5625,8.327499,87.6,87.1,0,2.104875,2.0881,2.0839,46.73125,46.54875,46.7268753,26.05000114,5.8275
61.5,64.5,64.7000046,61.6000023,-0.015775025,-0.01206249,0.003849983,417.98,426.493225,427.475037,17.4145317,17.4410954,17.4410954,303.819458,133.8476,49.5963554,418.446869,418.893768,418.818756,4.6295,4.668,4.6639,184.490738,82.1,83.9,86.2000046,76.1,17.39375,21.28375,27.2062511,20.22875,6172.082,84.8,83.6,5.3475,8.48125,8.40875,87.6,87.1,0,2.1065,2.0881,2.082275,46.7718735,46.59,46.7675,26.20937538,5.95125
61.4,64.3,64.9,61.7,-0.013337493,-0.010437489,0.005887508,404.63,412.149048,412.465,17.3229675,17.3492184,17.3543758,303.819458,131.954315,49.40828,418.040619,418.28125,418.206238,4.60345,4.64845,4.6362,183.912033,82.2000046,83.9,86.5,76,17.0275,20.79625,27.0025024,20.31,6172.082,84.8,83.5,5.3475,8.645,8.49,87.6,87.1,0,2.1057,2.09055,2.08555,46.751873,46.5693741,46.7268753,25.83124924,5.8275
61.4,64.2000046,65.2000046,61.8,-0.010900021,-0.007987499,0.008737445,392.415,398.943665,399.42,17.3382816,17.369688,17.364687,303.096069,132.208023,50.066555,417.431244,417.975,417.9,4.6393,4.6794,4.63785,184.143509,82.4,84,87.1,76,17.5975,20.9187489,26.63625,20.27,6178.3584,84.8,83.5,5.47,8.97,8.5725,87.6,87.1,0,2.108125,2.0881,2.08555,46.7925,46.6106224,46.82875,26.03749847,6.07375
61.3,64.2000046,65.2000046,61.8,-0.010487497,-0.007574975,0.008737445,382.64502,387.855927,389.305,17.3585949,17.39,17.39,303.674774,132.686615,50.02894,417.8375,418.28125,418.206238,4.65885,4.7055,4.6933,184.722214,82.4,84,87.1,76,17.475,20.9187489,26.9612484,20.6375,6179.90332,84.7000046,83.6,5.47,8.318749,8.40875,87.5,87.1,0,2.108125,2.088925,2.084725,46.7925,46.59,46.7475,25.671875,6.15499973
61.4,64.2000046,65,61.8,-0.011712492,-0.008387506,0.007925034,371.245,377.4225,378.215,17.3789063,17.4053116,17.4156246,304.832184,133.73822,49.4647026,419.1594,419.709381,419.53125,4.68485,4.72505,4.70795,185.995361,82,84,85.9,76.1,17.19,21.28375,27.49,20.515,6178.3584,84.8,83.6,5.51125,8.278749,8.40875,87.5,87.1,0,2.107325,2.0881,2.0831,46.8125,46.6106224,46.8081245,25.75312614,5.8275
61.4,64.3,65,61.7,-0.012525022,-0.009612501,0.007112503,358.544983,364.052277,364.84,17.3789063,17.400156,17.405468,304.832184,133.612732,49.2578163,419.056244,419.403137,419.53125,4.6393,4.68105,4.66715,185.416656,81.9,84,85.7000046,76.1,17.7200012,21.89375,27.9374981,20.71875,6179.90332,84.9,83.7000046,5.3475,8.4,8.49,87.6,87.1,0,2.1057,2.09055,2.08555,46.7718735,46.5693741,46.7675,25.69687271,5.8275
61.5,64.3,65,61.8,-0.011712492,-0.00880003,0.00751245,348.449982,353.6188,354.4,17.328125,17.3492184,17.3595314,304.542816,133.133484,49.1073532,418.853119,419.2,419.125,4.62625,4.66475,4.65575,185.069443,82,84,85.7000046,76.1,17.0675,21.3249989,27.49,20.35125,6186.228,84.8,83.5,5.51125,8.48125,8.40875,87.4,87,0,2.107325,2.08565,2.082275,46.751873,46.6106224,46.8081245,25.765625,6.07375
61.3,64.1,65.1,61.8,-0.010900021,-0.007574975,0.008737445,339.82,343.834625,344.78,17.3382816,17.36453,17.3798428,303.674774,132.9485,49.4647026,417.9375,418.28125,418.206238,4.61,4.6517,4.6509,184.259262,82.1,84,86.3,76,17.5162487,20.8775,27.49,20.515,6175.22,84.9,83.7000046,5.3475,8.4,8.327499,87.5,87,0,2.10895,2.088925,2.08555,46.751873,46.5693741,46.7268753,25.73749924,5.8275
61.3,64,65.2000046,61.8,-0.008862495,-0.00553751,0.011187553,328.58,331.77298,332.544983,17.3789063,17.3798428,17.4003124,303.096069,132.125916,49.65278,417.025,417.465637,417.2875,4.6018,4.6435,4.62645,183.333328,82.2000046,83.9,86.7000046,76,17.7200012,20.67375,27.0837479,20.3925,6175.22,84.8,83.6,5.3475,8.5625,8.327499,87.5,87,0,2.10895,2.088925,2.087175,46.751873,46.6106224,46.7675,24.95000076,5.8275
61.2,63.9,65.2000046,61.8,-0.008449972,-0.00553751,0.011187553,319.625,321.664154,322.27002,17.3789063,17.4053116,17.4156246,303.674774,132.554031,49.74682,417.634369,417.875,417.9,4.63765,4.68105,4.66555,184.027771,82.2000046,83.9,86.7000046,75.9,17.39375,20.4712486,27.0025024,19.8625,6173.627,84.7000046,83.5,5.47,8.5625,8.49,87.4,87,0,2.107325,2.09055,2.0839,46.7106247,46.5081253,46.6856232,25.29062653,5.8275
61.2,63.9,65.3,61.8,-0.007637501,-0.004724979,0.011999965,307.085,308.623566,309.22,17.40953,17.4307823,17.4360943,303.9641,132.443146,49.6903954,417.634369,418.078125,418.103119,4.6556,4.69735,4.6851,184.606476,82.2000046,84,86.7000046,75.8,17.0275,20.9187489,26.75875,19.94375,6165.75732,84.7000046,83.5,5.51125,8.318749,8.49,87.4,87,0,2.10895,2.09055,2.087175,46.6293755,46.4468765,46.625,24.97812462,5.705
61.2,63.9,65.3,61.8,-0.007637501,-0.003912508,0.011999965,302.2,301.611359,304.815,17.3840637,17.4103127,17.4206238,304.1088,132.865585,49.65278,418.040619,418.5875,418.309357,4.6523,4.6941,4.6802,184.837967,82.1,84,86.5,75.9,16.9037514,21.04,26.9612484,20.31,6170.489,84.8,83.5,5.43,8.48125,8.367499,87.5,87,0,2.108125,2.09055,2.0888,46.751873,46.5693741,46.70625,24.8125,5.7875
61.1000023,63.9,65.3,61.7,-0.007637501,-0.003912508,0.011999965,290.15,290.5236,291.28,17.3078117,17.3390636,17.3390636,303.819458,131.154037,49.65278,417.8375,418.181244,418.103119,4.61485,4.6631,4.64925,184.259262,82.3,84.1,87,75.8,17.7200012,21.04,26.63625,20.1475,6175.22,84.5,83.2000046,5.51125,8.8075,8.5725,87.2000046,86.7000046,0,2.10895,2.09055,2.08555,46.6293755,46.4675026,46.6043739,25.02812386,6.15499973
61.2,63.9,65.5,61.8,-0.008449972,-0.003912508,0.011999965,280.38,277.483032,278.23,17.3229675,17.3492184,17.3543758,303.9641,131.138779,49.7280121,418.040619,418.384369,418.409363,4.65065,4.69245,4.6786,185.069443,82.2000046,84,87,75.9,17.23,20.715,26.51375,20.06625,6165.75732,84.5,83.3,5.5925,8.8075,8.327499,87.2000046,86.8,0,2.1057,2.088925,2.084725,46.751873,46.52875,46.7675,25.23125076,6.23625
61.1000023,63.7,65.5,61.9,-0.00682497,-0.003087521,0.013637543,272.565,268.0235,269.585,17.34328,17.36453,17.369688,305.2662,129.366562,49.7280121,419.056244,419.506256,419.431244,4.623,4.65985,4.64925,185.069443,82.4,84,87.4,75.8,17.27125,20.9187489,26.3112488,20.10625,6167.35,84.1,82.9,5.43,8.48125,8.735001,86.8,86.5,0,2.10895,2.0922,2.08555,46.7106247,46.5693741,46.7268753,26.05937386,5.91
61.2,63.9,65.4,61.8,-0.009275019,-0.004724979,0.011600018,263.12,257.919678,258.82,17.3484383,17.369688,17.3748436,305.555542,129.179871,49.65278,418.65,419.0969,419.225,4.61,4.64845,4.6411,184.722214,82.4,84.2000046,87.5,75.9,16.98625,20.18625,26.2699986,19.94375,6175.22,84.1,82.9,5.3075,8.318749,8.5725,86.9,86.4,0,2.104875,2.0881,2.08065,46.7106247,46.5693741,46.6856232,26.82187653,5.7875
61.4,64.3,65.6,62,-0.011300027,-0.007574975,0.008737445,252.375,246.182663,245.444992,17.3484383,17.369688,17.3748436,305.8449,129.757,49.5023155,418.853119,419.0969,419.125,4.60675,4.6468,4.6346,184.837967,82.4,84.3,87.2000046,76.1,16.741251,20.9187489,26.8400021,20.22875,6168.89551,84.4,83.2000046,5.43,8.318749,8.53125,87,86.6,0,2.10325,2.0824,2.08065,47.0975,46.8756256,47.0531273,27.61562538,5.95125
